ingno,ingname,lisklevel,liskgrade,datagrade,useful,harmful,caution,function
1,감초,1,낮음,적당함,지성,없음,없음,없음
2,글라이콜릭애씨드,4,중간,적당함,지성,민감성,없음,없음
3,노녹시놀-9,3,중간,적음,지성,없음,없음,없음
4,녹차가루;홍차가루;보이차가루,1,낮음,적당함,지성,없음,없음,없음
5,녹차수;홍차수,1,낮음,적당함,지성,없음,없음,없음
6,녹차추출물;홍차추출물;백차추출물;보이차추출물,1,낮음,적음,지성,없음,없음,없음
7,레몬가루,0,없음,없음,지성,민감성,없음,없음
8,레몬수,2,낮음,적음 ,지성,민감성,없음,없음
9,레몬오일,3,중간,없음,지성,민감성,없음,없음
10,레몬즙,2,낮음,적음,지성,민감성,없음,없음
11,레몬즙추출물,1,낮음,없음,지성,민감성,없음,없음
12,레몬추출물,2,낮음,적음,지성,민감성,없음,없음
13,멘톨,1,낮음,적당함,지성,건성 / 민감성,없음,없음
14,살리실릭애씨드;살리실산,4,중간,충분함,지성,민감성,없음,없음
15,알란토인,1,낮음,적당함,지성 / 민감성,없음,없음,없음
16,위치하젤수,1,낮음,적음,지성,없음,없음,없음
17,징크옥사이드,2~3,중간,적당함,지성,없음,없음,없음
18,카렌둘라추출물;카렌듈라추출물;금잔화추출물,01월 01일,낮음,적음,지성,없음,없음,없음
19,캠퍼,2,낮음,적당함,지성,없음,없음,없음
20,티타늄디옥사이드,1~3,중간,충분함,지성 / 민감성,없음,없음,없음
21,티트리추출물,1,낮음,적음,지성,없음,없음,없음
22,황,1,낮음,충분함,지성,없음,없음,없음
23,미리스틱애씨드;미리스틴산,1,낮음,적당함,없음,지성,없음,없음
24,벤조페논-3;옥시벤존,8,높음,적당함,없음,지성 / 민감성,주의성분,없음
25,트리글리세라이드,1,낮음,적당함,없음,지성,없음,없음
26,쉐어버터;시어버터,1,낮음,적음,없음,지성,없음,없음
27,스테아릭애씨드,1,낮음,적당함,없음,지성,없음,없음
28,에칠헥실메톡시신나메이트;옥티녹세이트;옥틸메톡시신나메이트,6,중간,적당함,없음,지성 / 민감성,없음,없음
29,코코넛오일,1,낮음,적당함,없음,지성,없음,없음
30,팔미틱애씨드;팔미티산,1,낮음,적당함,없음,지성,없음,없음
31,페트롤라툼;바세린;페트롤라튬,4,중간,적당함,없음,지성,없음,없음
32,펜타데스마부티라케아버터,1,낮음,없음,없음,지성,없음,없음
33,검정콩추출물;검은콩추출물;콩추출물;대두추출물,1,낮음,적음,건성,없음,없음,없음
34,귀리가루;귀리커넬가루,1,낮음,매우 많음,건성,없음,없음,없음
35,귀리가루추출물;오트밀추출물,1,낮음,적당함,건성,없음,없음,없음
36,글리세린,2,낮음,충분함,건성,없음,없음,없음
37,달맞이꽃오일,1,낮음,적음,건성,없음,없음,없음
38,달맞이꽃추출물,1,낮음,적음,건성,없음,없음,없음
39,레티닐팔미테이트;비타민A팔미테이트,9,높음,적당함,건성,없음,없음,주름개선
40,베타-카로틴,2,낮음,적당함,건성,없음,없음,없음
41,벤조페논-4,0,없음,없음,건성,없음,없음,없음
42,복숭아수,0,없음,없음,건성,없음,없음,없음
43,복숭아즙,0,없음,없음,건성,없음,없음,없음
44,복숭아추출물,1,낮음,적음,건성,없음,없음,없음
45,"부틸렌글라이콜;1,3-부틸렌글라이콜",1,낮음,적음,건성,없음,없음,없음
46,비타민B복합체,1,낮음,적당함,건성,없음,없음,없음
47,상백피추출물,1,낮음,없음,건성,없음,없음,없음
48,소듐피씨에이,1,낮음,적음,건성,없음,없음,없음
49,소듐하이알루로네이트,1,낮음,적당함,건성,없음,없음,없음
50,아보카도오일,1,낮음,적음,건성,없음,없음,없음
51,아스코빅애씨드;비타민C,1,낮음,적당함,건성,없음,없음,없음
52,알부틴;p-하이드록시페닐 B -D-글루코사이드,1,낮음,적음,건성,없음,없음,미백개선
53,엘라스틴,1,낮음,적당함,건성,없음,없음,없음
54,오이,0,없음,없음,건성,없음,없음,없음
55,오이수,1,낮음,적당함,건성,없음,없음,없음
56,오이오일,1,낮음,적당함,건성,없음,없음,없음
57,오이즙,1,낮음,적당함,건성,없음,없음,없음
58,오이즙,1,낮음,적당함,건성,없음,없음,없음
59,캐모마일꽃/잎/줄기추출물,0,없음,없음,건성 / 민감성,없음,없음,없음
60,캐모마일꽃/잎추출물,0,없음,없음,건성 / 민감성,없음,없음,없음
61,캐모마일꽃가루,0,없음,없음,건성 / 민감성,없음,없음,없음
62,캐모마일꽃수,1,낮음,없음,건성 / 민감성,없음,없음,없음
63,캐모마일꽃오일,1,낮음,적음,건성 / 민감성,없음,없음,없음
64,캐모마일꽃추출물;마트리카리아꽃추출물,1,낮음,적음,건성 / 민감성,없음,없음,없음
65,캐모마일오일,1,낮음,적음,건성 / 민감성,없음,없음,없음
66,캐모마일잎추출물,1,낮음,적음,건성 / 민감성,없음,없음,없음
67,코직애씨드,6~7,높음,적음,건성,없음,없음,없음
68,콜라겐,1,낮음,적당함,건성,없음,없음,없음
69,토코페롤;비타민E,1,낮음,적당함,건성,없음,없음,없음
70,파일워트추출물,1,낮음,적음,건성,없음,없음,없음
71,판테놀;디판테놀;덱스판테놀,1,낮음,적음,건성,없음,없음,없음
72,포도씨추출물,1,낮음,적당함,건성,없음,없음,없음
73,프로필렌글라이콜,3,중간,적당함,건성,없음,없음,없음
74,조류,1,낮음,적당함,건성 / 민감성,없음,없음,없음
75,변성알코올,0,없음,없음,없음,건성 / 민감성,없음,없음
76,변성알코올39-C,4,중간,없음,없음,건성 / 민감성,없음,없음
77,변성알코올40,5,중간,적음,없음,건성 / 민감성,없음,없음
78,변성알코올40-B,4,중간,없음,없음,건성 / 민감성,없음,없음
79,부티롤락톤,0,없음,없음,없음,건성 / 민감성,없음,없음
80,부틸메타크릴레이트,0,없음,없음,없음,건성 / 민감성,없음,없음
81,붉은토끼풀추출물,0,없음,없음,없음,건성 / 민감성,없음,없음
82,브라시카미도프로필디메칠아민,0,없음,없음,없음,건성 / 민감성,없음,없음
83,브이피/폴리카바밀폴리글라이콜에스터,0,없음,없음,없음,건성 / 민감성,없음,없음
84,비스-부틸옥시아모디메치콘/피이지-60코폴리머,0,없음,없음,없음,건성 / 민감성,주의성분,없음
85,비스-피이지-15메칠에텔디메치콘,0,없음,없음,없음,건성 / 민감성,주의성분,없음
86,비터오렌지껍질추출물,0,없음,없음,없음,건성 / 민감성,없음,없음
87,사이클로덱스트린라우레이트,0,없음,없음,없음,건성 / 민감성,없음,없음
88,생강수,0,없음,없음,없음,건성 / 민감성,없음,없음
89,서양벌노랑이씨추출물,0,없음,없음,없음,건성 / 민감성,없음,없음
90,서양산사나무꽃수,0,없음,없음,없음,건성 / 민감성,없음,없음
91,서양산사나무열매추출물,0,없음,없음,없음,건성 / 민감성,없음,없음
92,섬조릿대수,0,없음,없음,없음,건성 / 민감성,없음,없음
93,성모초잎추출물,0,없음,없음,없음,건성 / 민감성,없음,없음
94,세러브로사이드,0,없음,없음,없음,건성 / 민감성,없음,없음
95,세테아레스-23,0,없음,없음,없음,건성 / 민감성,없음,없음
96,세테아레스-2포스페이트,0,없음,없음,없음,건성 / 민감성,없음,없음
97,세테아레스-8,0,없음,없음,없음,건성 / 민감성,없음,없음
98,세틸미리스테이트,0,없음,없음,없음,건성 / 민감성,없음,없음
99,셀레늄아스파테이트,0,없음,없음,없음,건성 / 민감성,없음,없음
100,소듐/티이에이-라우로일콜라겐아미노산,0,없음,없음,없음,건성 / 민감성,없음,없음
101,소듐C12-13파레스설페이트,0,없음,없음,없음,건성 / 민감성,없음,없음
102,소듐라우라미노프로피오네이트,0,없음,없음,없음,건성 / 민감성,없음,없음
103,소듐라우로일메칠아미노프로피오네이트,0,없음,없음,없음,건성 / 민감성,없음,없음
104,소듐리놀리에이트,0,없음,없음,없음,건성 / 민감성,없음,없음
105,소듐메칠파라벤,0,없음,없음,없음,건성 / 민감성,주의성분,없음
106,소듐스위트아몬드암포아세테이트,0,없음,없음,없음,건성 / 민감성,없음,없음
107,소듐스테아릴프탈라메이트,0,없음,없음,없음,건성 / 민감성,없음,없음
108,소듐에리소베이트,0,없음,없음,없음,건성 / 민감성,없음,없음
109,소듐카복시메칠덱스트란,0,없음,없음,없음,건성 / 민감성,없음,없음
110,소듐카복시메칠올레일폴리프로필아민,0,없음,없음,없음,건성 / 민감성,없음,없음
111,소듐폴리나프탈렌설포네이트,0,없음,없음,없음,건성 / 민감성,없음,없음
112,솔잣나무껍질추출물,0,없음,없음,없음,건성 / 민감성,없음,없음
113,솔잣나무솔방울추출물,0,없음,없음,없음,건성 / 민감성,없음,없음
114,슈크로오스모티어렐레이트,0,없음,없음,없음,건성 / 민감성,없음,없음
115,슈크로오스올리에이트,0,없음,없음,없음,건성 / 민감성,없음,없음
116,스타이렌/브이피코폴리머,0,없음,없음,없음,건성 / 민감성,없음,없음
117,알코올;에탄올,2,낮음,적당함,없음,건성 / 민감성,없음,없음
118,페퍼민트잎,1,낮음,적음,없음,건성 / 민감성,없음,없음
119,페퍼민트추출물,1,낮음,적음,없음,건성 / 민감성,없음,없음
120,루틴;비타민P,1,낮음,적당함,민감성,없음,없음,없음
121,마로니에추출물,1,낮음,적음,민감성,없음,없음,없음
122,비타민K,1,낮음,적당함,민감성,없음,없음,없음
123,알로에베라꽃추출물,1~3,중간,적음,민감성,없음,없음,없음
124,알로에베라잎,0,없음,없음,민감성,없음,없음,없음
125,알로에베라잎가루,1~2,낮음,없음,민감성,없음,없음,없음
126,알로에베라잎수,1~3,중간,적음,민감성,없음,없음,없음
127,알로에베라잎즙,0,없음,없음,민감성,없음,없음,없음
128,알로에베라잎즙가루,1~3,중간,적음,민감성,없음,없음,없음
129,알로에베라잎추출물,1~3,중간,적음,민감성,없음,없음,없음
130,알로에잎추출물,1~2,낮음,적음,민감성,없음,없음,없음
131,콘플라워추출물,0,없음,없음,민감성,없음,없음,없음
132,헤스페리딘(비타민P),1,낮음,적당함,민감성,없음,없음,없음
133,라벤더오일,1,낮음,적음,없음,민감성,없음,없음
134,락틱애씨드,4,중간,충분함,없음,민감성,없음,없음
135,레몬그라스오일,4,중간,적음,없음,민감성,없음,없음
136,레몬껍질오일,3,중간,적음,없음,민감성,없음,없음
137,레몬씨오일,1,낮음,없음,없음,민감성,없음,없음
138,레몬향티트리오일,1,낮음,없음,없음,민감성,없음,없음
139,레티놀,9,높음,적당함,없음,민감성,없음,주름개선
140,로즈마리잎오일,1,낮음,적음,없음,민감성,없음,없음
141,몰약오일,2,낮음,적음,없음,민감성,없음,없음
142,바실오일,0,없음,없음,없음,민감성,없음,없음
143,선백리향오일,1,낮음,적음,없음,민감성,없음,없음
144,세이지오일,1,낮음,적음,없음,민감성,없음,없음
145,시트릭애씨드;구연산,2,낮음,충분함,없음,민감성,없음,없음
146,오레가노잎오일,0,없음,없음,없음,민감성,없음,없음
147,오렌지수,1,낮음,없음,없음,민감성,없음,없음
148,오렌지오일,1,낮음,적음,없음,민감성,없음,없음
149,오렌지즙,1,낮음,적당함,없음,민감성,없음,없음
150,오렌지추출물,1,낮음,적음,없음,민감성,없음,없음
151,유칼립투스,1,낮음,적음,없음,민감성,없음,없음
152,유칼립투스잎오일,2,낮음,적음,없음,민감성,없음,없음
153,유칼립투스잎추출물,1,낮음,적음,없음,민감성,없음,없음
154,육두구커넬오일,1,낮음,적음,없음,민감성,없음,없음
155,일랑일랑꽃오일,3,중간,적음,없음,민감성,없음,없음
156,자몽껍질오일,1,낮음,적음,없음,민감성,없음,없음
157,자몽씨오일,1,낮음,적음,없음,민감성,없음,없음
158,쟈스민오일,3,중간,적당함,없음,민감성,없음,없음
159,제라늄오일,1,낮음,적음,없음,민감성,없음,없음
160,코코스야자껍질가루;코코스야자껍질추출물,1,낮음,적음,없음,민감성,없음,없음
161,타타릭애씨드,1,낮음,적당함,없음,민감성,없음,없음
162,티트릭잎오일,1,낮음,적음,없음,민감성,없음,없음
163,파슬리씨오일,1,낮음,적음,없음,민감성,없음,없음
164,히솝잎오일,0,없음,없음,없음,민감성,없음,없음
165,o-사이멘-5-올;이소프로필메칠페놀;이소프로필크레졸,2,낮음,적음,없음,없음,주의성분,없음
166,디아졸리디닐우레아,6,중간,적음,없음,없음,주의성분,없음
167,디엠디엠하이단토인,7,높음,적음,없음,없음,주의성분,없음
168,미네랄오일,1~3,중간,적당함,없음,없음,주의성분,없음
169,부틸메톡시디벤조일메탄;아보벤존;파르솔1789,8,낮음,적음,없음,없음,주의성분,없음
170,비에이치에이;부틸하이드록시아니솔,2,높음,적당함,없음,없음,주의성분,없음
171,비에이치티;부틸하이드록시톨루엔;디부틸하이드록시톨루엔;부틸레이티드하이드록시톨루엔,5~7,중간,적당함,없음,없음,주의성분,없음
172,소듐라우레스설페이트;소듐라우레스황산염,6,중간,적음,없음,없음,주의성분,없음
173,소듐라우릴설페이트;소듐라우릴황산염,3,낮음,적당함,없음,없음,주의성분,없음
174,소르빅애씨드;소르빈산,1~2,중간,적당함,없음,없음,주의성분,없음
175,이미다졸리디닐우레아,6,중간,적음,없음,없음,주의성분,없음
176,이소프로필알코올,2,낮음,적당함,없음,없음,주의성분,없음
177,트리에탄올아민,5,중간,적당함,없음,없음,주의성분,없음
178,트리이소프로판올아민,6,중간,적음,없음,없음,주의성분,없음
179,트리클로산,7,높음,적당함,없음,없음,주의성분,없음
180,티몰,3~4,중간,적당함,없음,없음,주의성분,없음
181,메칠파라벤,4,중간,적음,없음,없음,주의성분,없음
182,부틸파라벤,7,높음,적당함,없음,없음,주의성분,없음
183,소듐부틸파라벤,0,없음,없음,없음,없음,주의성분,없음
184,소듐에칠파라벤,0,없음,없음,없음,없음,주의성분,없음
185,소듐이소부틸파라벤,0,없음,없음,없음,없음,주의성분,없음
186,소듐프로필파라벤,0,없음,없음,없음,없음,주의성분,없음
187,에칠파라벤,0,중간,적음,없음,없음,주의성분,없음
188,이소부틸파라벤,4,높음,적음,없음,없음,주의성분,없음
189,이소프로필파라벤,7,높음,적당함,없음,없음,주의성분,없음
190,프로필파라벤,7,높음,적당함,없음,없음,주의성분,없음
191,페녹시에탄올,4,중간,적음,없음,없음,주의성분,없음
192,향료,8,높음,적당함,없음,없음,주의성분,없음
193,C12-15파레스-3포스페이트,0,없음,없음,없음,없음,주의성분,없음
194,C12-16알킬피이지-2하이드록시프로필하이드록시에칠에칠셀룰로오스,0,없음,없음,없음,없음,주의성분,없음
195,C12-20애씨드피이지-8에스터,3,중간,없음,없음,없음,주의성분,없음
196,과물시계꽃/시계꽃씨오일피이지-8에스터,0,없음,없음,없음,없음,주의성분,없음
197,디-피이지-2소이아민아이피디아이,4~6,중간,없음,없음,없음,주의성분,없음
198,디메치콘/피이지-10/15크로스폴리머,3,중간,없음,없음,없음,주의성분,없음
199,디메치콘/피이지-10크로스폴리머,0,없음,없음,없음,없음,주의성분,없음
200,디메치콘/피이지-15크로스폴리머,0,없음,없음,없음,없음,주의성분,없음
201,디메치콘피이지-7이소스테아레이트,3,중간,없음,없음,없음,주의성분,없음
202,디메치콘피이지-7코코에이트,3,중간,없음,없음,없음,주의성분,없음
203,디메치콘피이지-7포스페이트,3,중간,적당함,없음,없음,주의성분,없음
204,디메치콘피이지-8라놀레이트,3,중간,없음,없음,없음,주의성분,없음
205,디메치콘피이지-8메도우포메이트,3,중간,없음,없음,없음,주의성분,없음
206,디메치콘피이지-8벤조에이트,3,중간,없음,없음,없음,주의성분,없음
207,디메치콘피이지-8비즈왁스,0,없음,없음,없음,없음,주의성분,없음
208,디메치콘피이지-8이소스테아레이트,0,없음,없음,없음,없음,주의성분,없음
209,디메치콘피이지-8폴리아크릴레이트,3,중간,없음,없음,없음,주의성분,없음
210,디메치콘피이지/피피지-20/23벤조에이트,3,중간,없음,없음,없음,주의성분,없음
211,디소듐에칠렌디코카마이드피이지-15디설페이트,0,없음,없음,없음,없음,주의성분,없음
212,디소듐올레아미도피이지-2설포석시네이트,3,중간,없음,없음,없음,주의성분,없음
213,디소듐피이지-12디메치콘설포석시네이트,3,중간,없음,없음,없음,주의성분,없음
214,디소듐피이지-5라우릴시트레이트설포석시네이트,3,중간,없음,없음,없음,주의성분,없음
215,디소듐피이지-8팜글리세라이드설포석시네이트,0,없음,없음,없음,없음,주의성분,없음
216,디에칠렌글라이콘/디맵아크릴아마이드/피이지-180/에이치디아이코폴리머,0,없음,없음,없음,없음,주의성분,없음
217,디하이드록시프로필피이지-5리놀레암모늄클로라이드,3,중간,없음,없음,없음,주의성분,없음
218,라우레스-7,3,중간,적음,없음,없음,주의성분,없음
219,라우릴디메치콘피이지-15크로스폴리머,0,없음,없음,없음,없음,주의성분,없음
220,라우릴피이지-8디메치콘,0,없음,없음,없음,없음,주의성분,없음
221,라우릴피이지-9폴리디메칠실록시에칠디메치콘,3,중간,없음,없음,없음,주의성분,없음
222,라우릴피이지/피피지-18/18메치콘,3,중간,없음,없음,없음,주의성분,없음
223,마그네슘피이지-3코카마이드설페이트,0,없음,없음,없음,없음,주의성분,없음
224,메칠실라놀피이지-7글리세릴코코에이트,0,없음,없음,없음,없음,주의성분,없음
225,메칠실란올트리-피이지-8글리세릴코코에이트,0,없음,없음,없음,없음,주의성분,없음
226,메칠유제닐피이지-8디메치콘,3,중간,없음,없음,없음,주의성분,없음
227,메톡시피이지-114/폴리엡실론카프롤락톤,0,없음,없음,없음,없음,주의성분,없음
228,메톡시피이지-12레틴아마이드,0,없음,없음,없음,없음,주의성분,없음
229,메톡시피이지-200베툴린,0,없음,없음,없음,없음,주의성분,없음
230,메톡시피이지-22/도데실글라이콜코폴리머,3,중간,없음,없음,없음,주의성분,없음
231,메톡시피이지-7아스코빅애씨드,0,없음,없음,없음,없음,주의성분,없음
232,메톡시피이지/피피지-25/4디메치콘,0,없음,없음,없음,없음,주의성분,없음
233,메톡시피이지/피피지-7/3아미노프로필디메치콘,3,중간,없음,없음,없음,주의성분,없음
234,베헤녹시피이지-10디메치콘,1,낮음,없음,없음,없음,주의성분,없음
235,피이지-120메틸글루코오스트라이아이소스테아레이트,0,없음,없음,없음,없음,주의성분,없음
236,비스-이소부틸피이지-14/아모디메치콘폴리머,0,없음,없음,없음,없음,주의성분,없음
237,비스-이소부틸피이지/피피지-10/7디메치콘코폴리머,0,없음,없음,없음,없음,주의성분,없음
238,비스-이소부틸피이지/피피지-20/35/아모디메치콘코폴리머,0,없음,없음,없음,없음,주의성분,없음
239,비스-피이지-12디메치콘비즈왁스,3,중간,없음,없음,없음,주의성분,없음
240,비스-피이지-12디메치콘칸데릴레이트,3,중간,없음,없음,없음,주의성분,없음
241,피이지-30,0,중간,없음,없음,없음,주의성분,없음
242,비스-피이지-18메칠에텔디메칠실란,3,중간,없음,없음,없음,주의성분,없음
243,비스-피이지-20디메치콘,0,없음,없음,없음,없음,주의성분,없음
244,비스-피이지-4디메치콘,4~6,중간,없음,없음,없음,주의성분,없음
245,비스-피이지/피피지-14/14디메치콘,3,중간,없음,없음,없음,주의성분,없음
246,비스-피이지/피피지-16/16피이지/피피지-16/16디메치콘,3,중간,없음,없음,없음,주의성분,없음
247,비스-피이지/피피지-20/20디메치콘,3,중간,없음,없음,없음,주의성분,없음
248,비스-피이지/피피지-20/5피이지/피피지-20/5디메치콘,0,없음,없음,없음,없음,주의성분,없음
249,비스아미노피이지/피피지-41/3아미노에칠피지-프로필디메치콘,3,중간,없음,없음,없음,주의성분,없음
250,세틸디메치콘피이지-7아세테이트,0,없음,없음,없음,없음,주의성분,없음
251,세틸트리에칠모늄디메치콘피이지-8석시네이트,3,중간,없음,없음,없음,주의성분,없음
252,세틸트리에칠모늄디메치콘피이지-8프탈레이트,4~6,중간,없음,없음,없음,주의성분,없음
253,세틸피이지/피피지-10/1디메치콘,3,중간,적당함,없음,없음,주의성분,없음
254,소듐피이지-4코카마이드설페이트,0,없음,없음,없음,없음,주의성분,없음
255,세틸피이지/피피지-7/3디메치콘,0,없음,없음,없음,없음,주의성분,없음
256,소듐피이지-7올리브오일카복실레이트,3,중간,없음,없음,없음,주의성분,없음
257,소르베스-2비즈왁스,3,중간,없음,없음,없음,주의성분,없음
258,신양벚나무씨오일피이지-8에스터,0,없음,없음,없음,없음,주의성분,없음
259,아보카도오일피이지-11에스터,3,중간,없음,없음,없음,주의성분,없음
260,아이피디아이/피이지-15소이아민코폴리머,0,없음,없음,없음,없음,주의성분,없음
261,아이피디아이/피이지-15코카민/글리세레스-7/폴리글리세릴-3코폴리머,0,없음,없음,없음,없음,주의성분,없음
262,아크릴레이트/메톡시피이지-15메타크릴레이트코폴리머,0,없음,없음,없음,없음,주의성분,없음
263,아크릴레이트/아미노아크릴레이트/C10-30알킬피이지-20이타코네이트코폴리머,3,중간,없음,없음,없음,주의성분,없음
264,아크릴레이트/피이지-10말리에이트/스타이렌코폴리머,3,중간,없음,없음,없음,주의성분,없음
265,아프리코트커넬오일피이지-40에스터,3,중간,없음,없음,없음,주의성분,없음
266,아프리코트커넬오일피이지-6에스터,0,없음,없음,없음,없음,주의성분,없음
267,옥수수오일피이지-6에스터,0,없음,없음,없음,없음,주의성분,없음
268,올리브오일피이지-7에스터,3,중간,없음,없음,없음,주의성분,없음
269,올리브오일피이지-8에스터,4~6,중간,없음,없음,없음,주의성분,없음
270,카프릴릭/카프릭트리글리세라이드피이지-4에스터,3,중간,없음,없음,없음,주의성분,없음
271,콜레칼시페롤피이지-12에텔,0,없음,없음,없음,없음,주의성분,없음
272,트리베헤닌피이지-20에스터,3,중간,없음,없음,없음,주의성분,없음
273,트리올레인피이지-6에스터,0,없음,없음,없음,없음,주의성분,없음
274,트리이소스테아린피이지-6에스터,3,중간,없음,없음,없음,주의성분,없음
275,포타슘디메치콘피이지-7판테닐포스페이트,3,중간,없음,없음,없음,주의성분,없음
276,폴리글리세릴-2-피이지-4스테아레이트,0,없음,없음,없음,없음,주의성분,없음
277,폴리디메칠실록시피이지/피피지-24/19부틸에텔실세스퀴옥산,0,없음,없음,없음,없음,주의성분,없음
278,폴리퍼플루오로에톡시메톡시디플루오에칠피이지포스페이트,3,중간,적음,없음,없음,주의성분,없음
279,피이지-2라우레이트,5,중간,없음,없음,없음,주의성분,없음
280,피이지-10,3,중간,적음,없음,없음,주의성분,없음
281,피이지-10/라우릴디메치콘크로스폴리머,0,없음,없음,없음,없음,주의성분,없음
282,피이지-100,3,중간,적음,없음,없음,주의성분,없음
283,피이지-100스테아레이트,3,중간,적음,없음,없음,주의성분,없음
284,피이지-100캐스터오일,0,없음,없음,없음,없음,주의성분,없음
285,피이지-100파이드로제네이티드캐스터오일,0,없음,없음,없음,없음,주의성분,없음
286,피이지-10글리세릴디이소스테아레이트,0,없음,없음,없음,없음,주의성분,없음
287,피이지-10글리세릴스테아레이트,3,중간,없음,없음,없음,주의성분,없음
288,피이지-10글리세릴이소스테아레이트,0,없음,없음,없음,없음,주의성분,없음
289,피이지-10글리세릴트리이소스테아레이트,4~6,중간,없음,없음,없음,주의성분,없음
290,피이지-10-디메치콘,3,중간,적음,없음,없음,주의성분,없음
291,피이지-10디메치콘/비닐디메치콘크로스폴리머,3,중간,없음,없음,없음,주의성분,없음
292,피이지-10-디메치콘크로스폴리머,3,중간,없음,없음,없음,주의성분,없음
293,피이지-10라놀린,0,없음,없음,없음,없음,주의성분,없음
294,피이지-10라우레이트,5,중간,없음,없음,없음,주의성분,없음
295,피이지-10레이프씨드스테롤,3,중간,없음,없음,없음,주의성분,없음
296,피이지-10메칠에텔디메치콘,0,없음,없음,없음,없음,주의성분,없음
297,피이지-10선플라워글리세라이드,3,중간,없음,없음,없음,주의성분,없음
298,피이지-10소르비탄라우레이트,5,중간,없음,없음,없음,주의성분,없음
299,피이지-10소이스테롤,4,중간,없음,없음,없음,주의성분,없음
300,피이지-10스테아레이트,0,없음,없음,없음,없음,주의성분,없음
301,피이지-10올리브글리세라이드,3,중간,없음,없음,없음,주의성분,없음
302,피이지-10올리에이트,0,없음,없음,없음,없음,주의성분,없음
303,피이지-10이소스테아레이트,0,없음,없음,없음,없음,주의성분,없음
304,피이지-10캐스터오일,0,없음,없음,없음,없음,주의성분,없음
305,피이지-10코카민,0,없음,없음,없음,없음,주의성분,없음
306,피이지-10피토스테롤,0,없음,없음,없음,없음,주의성분,없음
307,피이지-10하이드로제네이티드캐스터오일,0,없음,없음,없음,없음,주의성분,없음
308,피이지-114폴리락틱애씨드,0,없음,없음,없음,없음,주의성분,없음
309,피이지-115M,3,중간,적음,없음,없음,주의성분,없음
310,피이지-11메칠에텔디메치콘,3,중간,없음,없음,없음,주의성분,없음
311,피이지-11코카마이드,0,없음,없음,없음,없음,주의성분,없음
312,피이지-11아보카도글리세라이드,0,없음,없음,없음,없음,주의성분,없음
313,피이지-12,3,중간,적음,없음,없음,주의성분,없음
314,피이지-120메칠글루코오스트리올리에이트,3,중간,없음,없음,없음,주의성분,없음
315,피이지-120메칠글루코오스디올리에이트,3,중간,없음,없음,없음,주의성분,없음
316,피이지-12글리세릴디미리스테이트,3,중간,없음,없음,없음,주의성분,없음
317,피이지-12글리세릴디스테아레이트,3,중간,없음,없음,없음,주의성분,없음
318,피이지-12글리세릴라우레이트,0,없음,없음,없음,없음,주의성분,없음
319,피이지-12글리세릴리놀리에이트,0,없음,없음,없음,없음,주의성분,없음
320,피이지-12디라우레이트,0,없음,없음,없음,없음,주의성분,없음
321,피이지-12디메치콘,3,중간,적음,없음,없음,주의성분,없음
322,피이지-12디메치콘/피피지-20크로스폴리머,0,없음,없음,없음,없음,주의성분,없음
323,피이지-12디메치콘크로스폴리머,3,중간,없음,없음,없음,주의성분,없음
324,피이지-12디스테아레이트,3,중간,적음,없음,없음,주의성분,없음
325,피이지-12디올리에이트,3,중간,없음,없음,없음,주의성분,없음
326,피이지-12디이소스테아레이트,0,없음,없음,없음,없음,주의성분,없음
327,피이지-12라우레이트,0,없음,없음,없음,없음,주의성분,없음
328,피이지-12스테아레이트,0,없음,없음,없음,없음,주의성분,없음
329,피이지-12올리에이트,3,중간,없음,없음,없음,주의성분,없음
330,피이지-12이소스테아레이트,0,없음,없음,없음,없음,주의성분,없음
331,피이지-12카나우바,0,없음,없음,없음,없음,주의성분,없음
332,피이지-14,3,중간,적음,없음,없음,주의성분,없음
333,피이지-14M,3,중간,없음,없음,없음,주의성분,없음
334,피이지-14디메치콘,3,중간,없음,없음,없음,주의성분,없음
335,피이지-15/라우릴디메치콘크로스폴리머,4,중간,없음,없음,없음,주의성분,없음
336,피이지-15/라우릴폴리디메칠실록시에칠디메치콘폴리머,0,없음,없음,없음,없음,주의성분,없음
337,피이지-150,3,중간,없음,없음,없음,주의성분,없음
338,피이지-150/데실알코올/에스엠디아이코폴리머,3,중간,없음,없음,없음,주의성분,없음
339,피이지-150/스테아릴알코올/에스엠디아이코폴리머,3,중간,없음,없음,없음,주의성분,없음
340,피이지-150디라우레이트,0,없음,없음,없음,없음,주의성분,없음
341,피이지-150디스테아레이트,3,중간,없음,없음,없음,주의성분,없음
342,피이지-150스테아레이트,3,중간,없음,없음,없음,주의성분,없음
343,피이지-150펜타에리스리틸테트라스테아레이트,3,중간,없음,없음,없음,주의성분,없음
344,피이지-150폴리글리세릴-2트리스테아레이트,0,없음,없음,없음,없음,주의성분,없음
345,피이지-15글리세릴스테아레이트,3,중간,없음,없음,없음,주의성분,없음
346,피이지-15글리세릴스테아레이트,0,없음,없음,없음,없음,주의성분,없음
347,피이지-15글리세릴올리에이트,3,없음,없음,없음,없음,주의성분,없음
348,피이지-15글리세릴이소스테아레이트,0,중간,없음,없음,없음,주의성분,없음
349,피이지-15스테아라민,0,없음,없음,없음,없음,주의성분,없음
350,피이지-15올레아민,0,없음,없음,없음,없음,주의성분,없음
351,피이지-15캐스터오일,3,없음,없음,없음,없음,주의성분,없음
